1.0,"['6880', '7088', '10397', '25157', '5958', '10079']"
417.0,"['4224', '904', '20', '903', '898', '906', '897', '902', '905', '14837']"
418.0,"['21033', '14345', '8841', '11617', '28623', '19815', '22199', '20507', '29803', '6880']"
419.0,"['18679', '1889', '6547', '14345', '15809', '1535', '31964', '28171', '4224', '6746']"
420.0,"['5205', '4280', '5680', '66', '5204', '6573', '2025', '1689', '164', '2167']"
421.0,"['15451', '9181', '13663', '15583', '14967', '8841', '8525', '2167', '14199', '11597']"
422.0,"['853', '120']"
423.0,"['23233', '18897', '11597', '17729', '16706', '22877', '8841', '6547', '8516', '5081']"
424.0,[]
425.0,"['16498', '20507', '269', '9919']"
426.0,"['30276', '21881', '22199']"
427.0,"['6702', '6547', '269']"
428.0,"['9656', '6702', '14227', '8425', '16498', '457', '11111', '853', '2025', '7054']"
430.0,"['16916', '20583', '10620', '10408', '464', '15323', '14513', '9919', '431', '14227']"
431.0,"['28121', '10110', '12293', '16498', '4224']"
432.0,[]
433.0,"['8630', '19163', '14199', '15225', '13659', '10719', '15315', '19369', '13367', '15583']"
434.0,"['2034', '1222', '6045', '849', '164', '9656', '5680', '853']"
435.0,"['8074', '17074', '11757', '19221', '18897', '14345', '10790', '9253', '16498', '1195']"
436.0,"['20', '5678', '6895']"
437.0,"['578', '199']"
438.0,"['10080', '28025', '8769', '10719', '9756', '23273', '7054', '11785', '6213', '11179']"
439.0,"['205', '8074', '1519', '4280', '16498']"
440.0,[]
441.0,"['27899', '22319', '11111', '2025', '1535', '1818']"
443.0,"['18897', '9041', '1535', '19163', '10079', '25159', '3588', '22297', '6347', '8407']"
444.0,"['6547', '22535', '19815', '13759', '18277', '17265', '15451', '1535', '7593', '26243']"
445.0,"['2251', '80', '2001', '2759']"
446.0,"['11757', '18115', '25157', '15689', '5114', '269']"
447.0,"['1535', '9963', '1482', '1363', '136', '121', '4224', '1887', '2171', '6895']"
448.0,"['10495', '849', '8769', '5680', '11285', '6347', '7791']"
449.0,"['4282', '3783', '5205', '2593', '2025', '22319', '10087', '5114', '23283']"
450.0,[]
451.0,"['512', '16498', '4081', '6045', '21995', '3731', '853', '1689', '4224', '120']"
452.0,"['14513', '6547', '9756', '10087', '11741', '18153', '23273']"
453.0,"['20507', '21881', '27899', '19815', '10620']"
454.0,"['1535', '6746', '14227', '4898', '9989', '4181', '226', '10162', '18153', '3457']"
455.0,"['1887', '934', '1689', '232', '5680']"
456.0,"['9989', '19815', '28223', '22199', '11771', '24415', '6547', '14467', '22535', '1535']"
458.0,"['6746', '10620', '5114']"
459.0,"['23281', '20785', '5114', '10087', '10163', '9756', '28701', '9253']"
460.0,"['857', '223', '30', '11741', '6594', '154', '889', '6547', '10087', '4898']"
461.0,"['11617', '22319', '355', '21881', '23273', '4181', '14813', '18671', '22729', '6880']"
462.0,"['9041', '28121', '10578', '14741', '15809', '6547', '1575', '13161', '8074', '10087']"
463.0,"['1562', '7054', '4898', '4752', '3470']"
465.0,['530']
466.0,"['23755', '2001', '30503', '27833', '23199', '205', '30276', '20507', '6746', '16894']"
467.0,"['4898', '11285']"
468.0,"['19815', '21881', '11757', '22199', '16498', '28907']"
469.0,"['14467', '777', '2001', '13601', '10163', '3588']"
470.0,[]
471.0,"['5114', '20', '11061', '8074', '22319', '3588', '10620', '14345', '270']"
473.0,[]
475.0,"['6045', '14227', '1562', '4224', '11013', '120', '249', '5262', '22319', '325']"
476.0,[]
477.0,"['8675', '11597', '25159', '20507', '11757', '15689', '11111', '8769', '10790', '13601']"
479.0,"['4437', '2472', '121', '6702', '16498', '14513', '2144']"
481.0,"['8425', '226', '7724', '6880']"
482.0,"['8516', '1689', '15225', '20507', '6347', '14813', '8769', '3455', '14749', '11499']"
483.0,[]
485.0,"['18115', '14713', '23755', '14513', '11757', '4835', '12049', '7054', '11633', '22145']"
487.0,"['4654', '1889', '849', '853', '2904', '6547', '1689', '1887', '11111', '2001']"
488.0,"['6547', '849', '14741', '5341', '2966', '4224', '20785', '73', '205', '13759']"
489.0,"['199', '226', '3588', '9253', '2001', '6547', '16498']"
490.0,"['2167', '2236', '4181', '6547', '431']"
492.0,"['10080', '6547', '11759', '10719', '11757', '10620', '8074', '23755', '30276', '11597']"
493.0,"['1122', '1121', '1117', '1118', '4793', '20']"
494.0,"['4382', '25013', '2236', '18153', '14813', '4181', '22535', '7311', '578', '23277']"
495.0,"['22535', '17265', '30276', '6702', '4063', '15451', '7088', '24703', '18115', '22319']"
496.0,"['5526', '2201', '1526']"
497.0,"['1818', '225', '1686', '2889', '6547', '6987', '2581', '4835', '1575', '269']"
498.0,"['5252', '465', '2020', '3848', '462', '464', '4155']"
500.0,"['23277', '23847', '23273', '17895', '28171', '28677', '28999', '20507', '16067', '22147']"
501.0,"['5114', '263', '27899', '8074', '11061', '6547', '19815', '1575', '12859', '14345']"
502.0,"['11111', '4752']"
503.0,"['2025', '17265', '21881', '33', '11757', '226', '5114', '12115', '3588', '1575']"
504.0,"['4722', '11887', '14289', '9656', '14227', '16498', '7054', '2034', '9919']"
505.0,"['6880', '22319', '20507', '8516', '19815', '8074', '6547', '8841', '2167', '14813']"
506.0,"['4224', '22199']"
507.0,"['8676', '13659', '8675', '15809', '16706', '8841', '20507', '2926', '14749', '5680']"
508.0,"['31859', '22729', '20507', '13759', '14813', '22199', '8841', '11285', '10793', '17549']"
510.0,"['12355', '11887', '4224', '5680', '585', '199', '2236', '2167', '1033']"
511.0,"['8769', '8074', '4224', '8424', '9756', '121', '3457', '1723', '4752', '8407']"
512.0,"['10321', '4224', '23673', '14713', '15605', '9656']"
513.0,"['10087', '11741', '22319', '226', '10620', '1535', '19815', '6880', '22535', '9919']"
514.0,"['28907', '21881', '26243', '20541', '17895', '3731', '23847', '8074', '22319', '6547']"
516.0,"['6', '205', '849', '2001', '66', '32', '30', '82', '889', '1575']"
517.0,"['20', '14345', '11741', '11111', '2904', '6880']"
518.0,"['22729', '8841', '17265', '28121', '15451', '12293', '10793', '7088', '8525', '22199']"
519.0,"['17641', '16592', '14811', '13367', '5081', '6351', '8630', '3455', '5909', '22877']"
520.0,"['687', '740']"
521.0,"['18115', '22319', '20507', '5114', '16498']"
522.0,[]
523.0,"['53', '157', '191', '1195', '190', '195', '1535', '1575', '59', '189']"
524.0,"['10110', '25879', '10521', '13759', '10719', '6956', '8769', '11887', '16417', '17895']"
525.0,"['6880', '20583', '16592', '17265', '6547', '18277', '10719', '31043', '21561', '14345']"
526.0,['9919']
528.0,"['853', '861']"
529.0,"['20787', '14967', '4214', '1604', '813', '226', '16894', '11499', '10620', '10790']"
530.0,"['16498', '199', '5114', '164', '431', '2236', '12355', '6573', '2025', '7311']"
531.0,"['8074', '2993', '12293', '28907', '15451', '22199', '11617', '10790']"
532.0,"['24703', '27787', '3731', '8074', '15809', '1535', '223', '813', '10793', '1195']"
533.0,"['8074', '20057', '121', '22535', '10719', '16498', '4224', '15809', '7311', '3455']"
534.0,"['11061', '5114', '1535', '19815', '22535', '9253', '11741', '14467', '13601', '226']"
535.0,"['20', '5114', '29803']"
537.0,"['6547', '11757', '22319']"
538.0,"['934', '4654', '10620', '6547', '849', '853', '6746', '355']"
539.0,"['898', '896', '895', '897', '227', '894']"
540.0,"['22319', '14345', '29803', '6702', '25397', '20507', '25159']"
541.0,"['164', '889', '199', '430', '6', '3712', '5680', '8769', '1', '1195']"
542.0,"['11757', '10080', '8525', '11319', '12293', '14813', '6347', '9041', '3455', '14749']"
543.0,"['1689', '4722', '3470', '4752', '9989', '7054', '4224']"
544.0,"['6746', '9989', '6547', '11111']"
545.0,"['11111', '6746', '9756', '15689', '10793', '13601', '6547', '3783', '7724', '226']"
546.0,[]
547.0,"['6547', '17265', '20709', '14967', '30276', '11843', '23289', '22865', '19221', '22199']"
548.0,"['3455', '13663', '11757', '3712']"
551.0,"['8861', '30296', '8525', '26243', '28677', '17247', '5081', '8676', '6512']"
552.0,['1575']
553.0,"['28623', '22319', '28223', '10087', '13125', '3588']"
556.0,"['11741', '934', '1575', '121', '2904', '849', '7311', '4382', '20507', '9253']"
557.0,"['1575', '2001', '1535', '6746', '2251', '2904', '205', '1', '9253']"
558.0,"['13759', '6045', '14713', '7054', '4181']"
559.0,"['199', '1535', '430']"
560.0,[]
561.0,"['527', '1535', '2847', '1526']"
562.0,"['1210', '2251', '20583', '22319']"
563.0,"['10408', '1575', '10800', '12189', '10030', '13601', '27821', '22789', '11597', '11741']"
564.0,"['22319', '23283', '6746', '1575', '4181', '13601', '14741', '21881', '27899', '14227']"
565.0,"['14349', '329', '486', '199', '164', '12189', '2167', '2236', '13759', '30276']"
566.0,"['11741', '28223', '6547', '10793', '26243', '6880', '1535', '6702', '18679', '10620']"
567.0,"['936', '4437', '2472', '1074', '12049', '834', '7674', '11061', '11499', '11771']"
568.0,"['13125', '4224', '2167', '4181', '22297', '16498', '4059', '11887', '22319', '849']"
569.0,"['1575', '849', '164', '853', '597', '512', '572']"
570.0,"['23283', '11741', '16498', '10087', '28223', '30276']"
571.0,"['9367', '17729', '14075', '11617', '24455', '20507', '28121', '24439']"
572.0,"['121', '1', '10087', '2904', '13601', '16498', '16524', '1575', '6746']"
573.0,"['20507', '9919', '10793', '18179', '11771', '11757', '18679', '21863']"
574.0,"['6880', '4214', '357', '6547']"
576.0,"['71', '2476', '12355', '849', '2904', '1575', '2167']"
577.0,"['6547', '5114', '71', '4063', '4214']"
578.0,"['25159', '8086', '18671', '18277', '6547', '17729', '22147', '14967', '25397', '10790']"
579.0,"['22319', '24703', '27899', '22535', '16498']"
580.0,"['1119', '1118', '1117']"
581.0,"['5667', '10719', '14967', '906', '6547', '2001', '20021']"
582.0,"['11741', '32', '30', '33', '6547', '431']"
584.0,['8074']
585.0,"['5114', '889', '790', '4654', '6675', '6880', '3588', '47', '9919', '1519']"
587.0,"['14227', '11843', '1535', '1195', '7054', '6547', '1575', '1887', '15809', '4224']"
588.0,"['1889', '9656', '14713', '10620', '14289', '6045', '11111', '10161', '21995', '6746']"
589.0,"['15809', '10110', '7148', '15583', '13663', '24703', '6347', '23233', '21881', '11759']"
590.0,"['1818', '2593', '4282', '6547', '11577', '5341', '934', '27899', '22199', '31043']"
591.0,"['4224', '20']"
592.0,"['3588', '18679', '11061', '1818', '28223', '6702', '22199', '21881', '1535', '6707']"
593.0,"['22663', '18277', '19163', '25157', '18247', '1535', '8675', '13161', '16498', '6547']"
594.0,"['28223', '22319', '11111', '1535']"
595.0,"['6880', '1575', '5114', '8074', '2001', '29803', '20507', '22535', '25183', '18277']"
596.0,"['2001', '1575']"
597.0,"['22319', '11111', '1535', '20', '4898', '27899', '16498']"
598.0,"['11179', '16894', '9656', '4181', '1222', '13759', '189', '1535']"
599.0,"['13601', '6547', '13759', '2025', '18671', '11111', '21603', '15809', '28223', '4898']"
603.0,['22319']
604.0,"['20507', '777', '3588', '11741', '2025', '1889', '5081', '5114', '2787', '355']"
605.0,"['1091', '1090', '93', '84', '95', '237']"
606.0,"['19815', '9989', '12355', '9756', '21995', '18671', '16498', '10162', '20507', '2236']"
607.0,"['2025', '801', '9253', '10620']"
608.0,[]
609.0,"['6547', '14741', '9756', '8769', '8795', '4181', '5680', '1887', '30276', '16498']"
610.0,"['8074', '3784', '270', '226', '2025', '2167']"
611.0,"['11597', '30015', '8769', '6213', '30276', '32182', '10793', '23847', '16001', '13659']"
612.0,"['4151', '6573', '67', '2025', '356', '790', '2889', '121', '33', '1686']"
613.0,"['3455', '13759', '14513', '11741', '10087', '6746', '8841', '4224', '5081', '10790']"
614.0,"['1535', '552', '28999', '12189', '8074', '11741', '31240', '28701', '431', '13667']"
615.0,"['1535', '226', '47', '43', '30']"
616.0,"['896', '20159', '2759', '899', '898', '901', '1575', '905', '5114', '431']"
617.0,"['22535', '15809', '16894', '4898', '13601']"
618.0,"['31043', '431', '14513', '1535', '9253', '17074', '11665', '11887', '2904', '23283']"
619.0,"['13759', '8407', '15583', '12293', '10620', '5277', '11617', '9919', '1840', '4063']"
620.0,"['6702', '20', '11757', '11111', '22535', '11061', '30276', '8074']"
621.0,"['164', '431', '6702', '1195', '20', '4224']"
622.0,"['21881', '27655', '28121', '6547', '11757', '2904', '27775', '10620']"
623.0,"['164', '1535', '431', '237', '2001', '6746', '205', '11577', '1', '9253']"
624.0,[]
625.0,"['904', '901', '813', '895', '1686', '223', '905', '899', '2889']"
626.0,"['1887', '7311', '59', '6746', '223', '71', '813', '2993', '849', '227']"
627.0,"['11757', '9919', '5081', '11061', '8074', '889', '16894', '13759', '23273', '20']"
629.0,"['73', '72', '6547', '2025', '202']"
630.0,"['30276', '1575', '18115', '14513', '11061', '5258', '20', '9919']"
631.0,"['1689', '849', '1575', '4224', '431', '2034', '228', '6045', '1530', '2167']"
633.0,"['18897', '7311', '10087', '19815', '9989', '22297', '849', '30276', '31964', '23273']"
634.0,"['4059', '4382', '24231', '4181', '24031', '15809', '11179', '25397', '27989', '16732']"
635.0,"['11617', '10793', '19815', '27899']"
636.0,"['28121', '18679', '31043', '16001', '4181', '28223', '21855', '11597', '22147', '28025']"
637.0,"['355', '20', '22319', '12365', '14467', '8525', '28999', '7674', '3588', '6880']"
638.0,"['1535', '8074', '11111', '3588']"
639.0,"['2904', '355', '2787', '9253', '1195', '1575', '10719', '10790', '9041', '14227']"
640.0,"['430', '66', '659', '199', '5680', '8675', '1852', '227', '64', '5081']"
642.0,"['6045', '1575', '3457', '11771', '164', '4814', '442', '3092', '7054', '120']"
643.0,"['4551', '1195', '853', '6045', '4722', '3457', '1579']"
644.0,"['1369', '6231', '2513', '2597', '2514', '1367', '1366', '2171', '3470', '2512']"
646.0,"['28907', '30276', '1482', '14833', '5114', '8086', '10620', '1604', '270', '17265']"
647.0,"['7711', '199', '523', '2890', '232', '2034', '9926', '572', '11843', '14713']"
648.0,"['21881', '31043', '22319', '27899', '17265', '10620', '6702', '22297', '356', '6707']"
649.0,"['21881', '8074', '6547', '15583', '3588', '2001', '19815', '28121', '4155', '269']"
650.0,"['8841', '4214', '15583', '4999', '7088', '11319', '1840']"
651.0,"['5081', '4224', '2025', '28223', '6880', '10620', '19815', '11597', '13125', '2236']"
652.0,"['4224', '1575', '6', '1', '889', '71', '72', '790', '3342', '2025']"
654.0,"['23273', '27899', '18115', '10620', '24415', '11061', '20583', '22535', '22319', '4898']"
655.0,"['13759', '9041', '13659', '11757', '8769', '18153', '4654', '6547', '4181', '14749']"
656.0,"['5680', '1575', '6045', '31043', '22535', '30276']"
657.0,"['4181', '5941', '2167', '263']"
658.0,"['4898', '3092', '11771', '4814', '21105', '16498', '9926', '16894']"
659.0,"['16742', '10863', '21659', '18679', '5114', '3784', '2605', '14349', '1210', '813']"
660.0,"['5277', '2104', '6324', '2966', '5958', '13055', '2993', '4181', '11179', '849']"
661.0,"['71', '223', '2904', '1575', '2001', '6547', '849', '9919', '72', '73']"
662.0,"['4181', '6880', '10396', '31240', '18679', '11633', '11757', '5081', '19163', '6547']"
663.0,"['10719', '23289', '14227', '23273', '7724', '15809', '18897', '23673', '14345', '31240']"
664.0,[]
665.0,"['2904', '1575', '90', '552']"
666.0,"['30240', '28171', '16498', '24833', '29786', '13601', '22199', '6702', '5081', '28927']"
667.0,"['903', '900', '986']"
668.0,"['2889', '4835', '442', '4437', '16498']"
669.0,"['4224', '2104', '2926']"
670.0,"['25157', '20507', '15583', '1575', '22199', '2025', '13601', '30276', '9919', '20031']"
672.0,[]
675.0,"['2904', '1575', '1', '43', '437', '237']"
676.0,[]
677.0,"['1535', '20']"
678.0,"['14513', '23755', '7593', '6347', '6547']"
679.0,"['11887', '4059', '9989', '226', '4181', '28927', '11617', '22319', '12445', '8074']"
680.0,"['11843', '1575', '5680', '13759', '6547', '14813', '7791', '5081', '1689', '20541']"
681.0,"['9253', '226', '11111']"
682.0,"['133', '2926', '20']"
684.0,"['31043', '5114', '528', '19815', '7695', '1709', '1313', '2251', '1118', '4026']"
686.0,"['10165', '849', '1575', '227', '430', '813', '121', '7791']"
687.0,"['10087', '11741', '2251', '28121', '10793', '28171', '11757']"
688.0,"['11887', '5958', '10110', '1575', '8424', '10719', '19685', '19221', '14741', '9919']"
689.0,"['12293', '15451', '1575', '5114', '7088', '11617', '15583', '5958', '22199', '356']"
690.0,"['1535', '6880', '22319']"
691.0,"['205', '894', '20', '1535', '5630', '223', '4059', '356', '4181']"
692.0,"['8074', '15451', '17247', '20507', '21431', '12549', '18677', '13759', '10620', '23273']"
693.0,[]
694.0,"['13759', '9756', '2167', '4224', '6594', '205', '5680']"
695.0,"['2001', '801', '20', '6']"
696.0,"['9253', '3782', '1575', '10620', '11757', '1535', '16498', '19815', '2966', '6547']"
697.0,"['1840', '3712', '356', '121', '9330', '1195', '8525', '63', '9041', '8937']"
698.0,[]
699.0,"['15613', '15809', '2685', '4551', '4081', '232', '20785', '10800', '853', '4898']"
701.0,"['1519', '790', '6880', '1943', '47', '3782', '5114', '6746', '437', '164']"
702.0,"['355', '9041', '934', '552', '905', '8525', '4063', '7054', '225', '3588']"
703.0,"['13601', '10620', '11111', '934', '270', '31043', '22535', '22319']"
704.0,"['7082', '2923', '6586', '7054', '6045']"
705.0,"['2025', '6573', '13125', '2476', '4382', '11597', '32', '1210', '18679', '9756']"
706.0,"['11757', '21881']"
707.0,[]
710.0,"['15809', '1535', '1840', '2904', '121', '1519', '889', '4654', '10719', '8769']"
712.0,"['5114', '4224', '2001', '759', '4181', '2167', '849', '9756', '1']"
713.0,"['11111', '2034']"
714.0,"['1579', '322', '120', '11757', '199', '121', '969', '4081', '149', '164']"
715.0,"['11577', '28223', '9253', '4224']"
718.0,"['7054', '120', '521', '2923', '2993']"
720.0,"['849', '10165', '18671', '2966', '15809', '2593', '6547', '4224', '16498', '6956']"
721.0,"['22319', '21105', '16498', '14513', '10321', '20', '269', '24415', '11757', '6702']"
722.0,"['10162', '22319', '16782', '6045', '9919']"
723.0,[]
724.0,"['1535', '11757']"
725.0,"['21855', '15689', '934', '6547', '17074', '2167', '18679', '11597', '1575', '23273']"
726.0,"['1535', '121']"
727.0,"['20507', '9989', '14227', '16498', '9919']"
728.0,"['25159', '10793', '15315', '6347', '8516', '8675', '21881', '10620', '22865', '813']"
729.0,[]
732.0,['430']
733.0,"['9041', '12189', '8937', '1195', '7593', '4224', '10805', '14227', '7769', '7791']"
735.0,"['22535', '11757', '10793', '18115', '23321', '8074', '1575', '5114']"
736.0,['13759']
737.0,"['8074', '8525', '121', '10165', '5958', '2476', '2167', '6213', '10719', '6347']"
738.0,"['15809', '15583', '10793', '2787', '17895', '20507', '18679', '14813', '5341', '2251']"
740.0,"['8074', '12445']"
741.0,"['20787', '1195', '3455', '14967', '11759', '17265', '11617']"
742.0,"['431', '121', '71', '934', '849', '457', '5114', '202', '199']"
743.0,"['1818', '245', '889', '263', '1292', '1575', '185', '1519', '33', '136']"
744.0,"['889', '2236', '7674', '1575', '431', '2251', '205', '1142', '2904', '2924']"
745.0,"['20689', '6547', '20507', '11771', '9919', '21881', '9041', '21085', '20785', '17265']"
746.0,"['10719', '15225', '2904', '16592', '14967', '226', '19369', '2129', '10588', '9253']"
747.0,"['30276', '24415', '28999', '24833', '27787', '16894', '20583', '14227', '28907']"
748.0,"['2001', '849', '10495', '10863', '14741', '12403', '9617', '4224', '9756', '5680']"
749.0,[]
750.0,"['918', '19815', '14813', '4224', '23283', '11771', '6707', '28223', '23199', '4814']"
751.0,"['22535', '21855', '23273', '22297', '20583', '20507', '14741', '9253', '5081', '6746']"
752.0,"['462', '15323', '8740', '12859', '20', '10589', '6325']"
753.0,"['1535', '528', '357']"
754.0,"['6553', '741', '4814', '746', '10161', '199', '4898', '1532']"
755.0,"['4224', '19815', '31043', '16498', '11111', '1535', '2167', '4181', '9989', '9919']"
757.0,"['2904', '10620', '12189']"
758.0,"['31240', '10087', '10793', '1594', '228', '6547', '11741', '6746', '23283', '31043']"
759.0,"['14227', '1889', '3588', '9756', '226', '15451', '1535', '11499', '4224', '22199']"
760.0,"['9253', '2001', '6573', '121', '47', '11757', '6702', '20507']"
761.0,"['11757', '45', '1292', '121', '10087', '430', '392', '9135', '894', '6']"
762.0,"['355', '195', '1519', '889', '1818', '98', '97', '72', '1195', '4975']"
763.0,"['12859', '1575', '11757']"
764.0,"['7593', '8525', '8841', '4063', '10719']"
765.0,"['12549', '19815', '9919', '8074']"
767.0,['4059']
768.0,"['8424', '11887', '14345', '15699', '4224', '7791', '16592', '12403', '17895', '8861']"
770.0,"['121', '1575']"
771.0,"['17082', '28617', '23273', '16742', '5680', '1887', '11577', '30276', '9253', '28677']"
773.0,"['8769', '14813', '849', '20507', '22535', '1535', '6547', '9919', '79', '11597']"
774.0,"['18153', '2593', '4280', '14741', '356', '11981', '6746', '14807', '1689', '5681']"
775.0,[]
776.0,"['20031', '14741', '6746', '10719', '6880', '18897', '14075', '9989', '7311', '28927']"
777.0,"['17265', '8937', '9253', '19775', '23321', '4654', '19221', '6347', '10790', '20853']"
778.0,"['19815', '20', '22199']"
780.0,[]
781.0,"['16498', '2167']"
782.0,"['149', '199', '150', '61']"
783.0,"['10397', '12445', '2904', '23273', '14967', '5277', '7769', '2993', '4214', '8769']"
784.0,"['205', '17265', '121', '72', '9989', '22319', '11757', '11741', '22729', '2251']"
785.0,"['2167', '4181', '226', '4752', '20507']"
786.0,"['30831', '10620', '2904', '17265', '17549', '23847', '20853', '11499', '9919', '9253']"
787.0,"['1840', '6201', '23847', '2926', '9367', '30296', '11887', '14813', '15809', '23273']"
788.0,"['15451', '269', '11061', '1575', '2472', '10793', '3588', '1482', '8841', '23755']"
789.0,"['6178', '1526', '2847', '1117', '2961', '20']"
790.0,"['572', '431', '121']"
791.0,"['430', '16498', '11757', '164', '431']"
792.0,"['28907', '11013', '6547', '13759', '17265', '10793', '28497', '20507', '29803', '12189']"
793.0,"['9253', '17895', '8525', '14741', '18671', '12189', '1535', '18897', '13759', '6746']"
795.0,"['1575', '30276', '1535', '121', '523', '22535', '8074', '2025']"
796.0,"['15583', '8676', '11597', '6547', '226', '7593', '8841', '4214', '3455', '6045']"
